科类方向代码,科类方向名称,院校代码,院校名称,专业代码,专业名称,计划数,综合分,位次号
Ca,音乐类音乐表演器乐方向,2243,吉林艺术学院,1,音乐表演（流行制作与创作）,1,506,Ca01067
Ca,音乐类音乐表演器乐方向,3298,徐州工程学院,14,音乐学,1,506,Ca01068
Cb,音乐类音乐表演声乐方向,3247,南京航空航天大学金城学院,39,音乐表演,5,506,Cb01134
Cb,音乐类音乐表演声乐方向,3657,宜春学院,15,音乐学(师范),2,506,Cb01144
Cc,音乐类音乐教育器乐主项,3263,南京特殊教育师范学院,19,音乐治疗,2,506,Cc01013
Cd,音乐类音乐教育声乐主项,6132,西安美术学院,23,音乐学,1,506,Cd01015
G,播音与主持类,3651,南昌理工学院,18,播音与主持艺术,5,506,G-00945
G,播音与主持类,4094,武汉工程科技学院,15,播音与主持艺术,5,506,G-00936
B,美术与设计类,41,浙江艺术职业学院,515,广告艺术设计,31,506,B-14704
B,美术与设计类,64,温州职业技术学院,527,视觉传达设计,31,506,B-14715
B,美术与设计类,1150,首都师范大学科德学院,10,视觉传达设计,14,506,B-14560
B,美术与设计类,2204,长春大学旅游学院,14,动画,14,506,B-14639
B,美术与设计类,2204,长春大学旅游学院,18,产品设计,10,506,B-14731
B,美术与设计类,2235,吉林师范大学博达学院,8,环境设计,10,506,B-14720
B,美术与设计类,3111,上海出版印刷高等专科学校,510,艺术设计（印刷美术设计）,4,506,B-14520
B,美术与设计类,3111,上海出版印刷高等专科学校,513,游戏艺术设计,3,506,B-14512
B,美术与设计类,3287,苏州工艺美术职业技术学院,506,环境艺术设计,3,506,B-14625
B,美术与设计类,3287,苏州工艺美术职业技术学院,507,公共艺术设计,2,506,B-14629
B,美术与设计类,3287,苏州工艺美术职业技术学院,511,室内艺术设计,4,506,B-14659
B,美术与设计类,3287,苏州工艺美术职业技术学院,512,摄影与摄像艺术,3,506,B-14646
B,美术与设计类,5316,丽江文化旅游学院,25,动画,19,506,B-14697
B,美术与设计类,5316,丽江文化旅游学院,28,产品设计,10,506,B-14624
Cc,音乐类音乐教育器乐主项,38,丽水学院,3,音乐学(师范),17,505,Cc01042
Cd,音乐类音乐教育声乐主项,3712,鲁东大学,6,音乐学(师范),5,505,Cd01050
Cd,音乐类音乐教育声乐主项,4333,湖南理工学院,12,音乐教育(师范),1,505,Cd01058
D,舞蹈类,3264,南京体育学院,2,舞蹈表演,2,505,D-00143
D,舞蹈类,3301,江苏师范大学,15,舞蹈编导(师范),2,505,D-00144
Eb,表(导)演类服装表演方向,5165,四川电影电视学院,3,表演（时尚演艺方向）,1,505,Eb00122
B,美术与设计类,61,金华职业技术大学,547,艺术设计(中外合作办学),45,505,B-14928
B,美术与设计类,2204,长春大学旅游学院,17,环境设计,20,505,B-14907
B,美术与设计类,2211,长春电子科技学院,20,环境设计,19,505,B-14919
B,美术与设计类,2228,吉林建筑科技学院,26,环境设计,32,505,B-14844
B,美术与设计类,2228,吉林建筑科技学院,28,公共艺术,8,505,B-14862
B,美术与设计类,2232,长春科技学院,24,美术学,7,505,B-14797
B,美术与设计类,2232,长春科技学院,26,环境设计,3,505,B-14872
B,美术与设计类,3111,上海出版印刷高等专科学校,514,展示艺术设计,2,505,B-14752
B,美术与设计类,3111,上海出版印刷高等专科学校,516,动漫设计,4,505,B-14746
B,美术与设计类,3123,上海工艺美术职业学院,512,摄影与摄像艺术,4,505,B-14780
B,美术与设计类,3321,无锡工艺职业技术学院,502,游戏艺术设计,2,505,B-14824
B,美术与设计类,5316,丽江文化旅游学院,27,环境设计,29,505,B-14870
B,美术与设计类,5316,丽江文化旅游学院,31,美术学,8,505,B-14857
Ca,音乐类音乐表演器乐方向,3657,宜春学院,12,音乐学(师范),1,504,Ca01112
Cb,音乐类音乐表演声乐方向,3512,福建师范大学协和学院,2,音乐表演,3,504,Cb01180
Cb,音乐类音乐表演声乐方向,4332,湖南科技学院,1,音乐学,4,504,Cb01183
Cd,音乐类音乐教育声乐主项,38,丽水学院,49,音乐学(师范),20,504,Cd01084
D,舞蹈类,6142,西安音乐学院,8,舞蹈编导,1,504,D-00154
Eb,表(导)演类服装表演方向,5003,四川外国语大学,26,航空服务艺术与管理,6,504,Eb00125
G,播音与主持类,4056,武汉晴川学院,15,播音与主持艺术,11,504,G-00963
B,美术与设计类,41,浙江艺术职业学院,517,环境艺术设计,36,504,B-15104
B,美术与设计类,51,浙江经济职业技术学院,511,艺术设计,30,504,B-15028
B,美术与设计类,106,浙江同济科技职业学院,529,数字媒体艺术设计,10,504,B-15031
B,美术与设计类,1150,首都师范大学科德学院,11,环境设计,12,504,B-14995
B,美术与设计类,1150,首都师范大学科德学院,12,艺术设计学（数字展示设计、建筑景观设计）,15,504,B-14957
B,美术与设计类,1150,首都师范大学科德学院,13,摄影（影视摄影、图片摄影、无人机航拍）,3,504,B-14991
B,美术与设计类,2204,长春大学旅游学院,19,服装与服饰设计,15,504,B-15037
B,美术与设计类,3111,上海出版印刷高等专科学校,515,广告艺术设计,4,504,B-14943
B,美术与设计类,3133,上海交通职业技术学院,522,数字媒体艺术设计,6,504,B-15074
B,美术与设计类,3137,上海立达学院,515,艺术设计（室内与景观设计）,7,504,B-15058
B,美术与设计类,4315,湖南大众传媒职业技术学院,504,艺术设计（品牌形象设计方向）,2,504,B-14935
B,美术与设计类,4456,广东轻工职业技术大学,509,产品艺术设计,4,504,B-14984
B,美术与设计类,4601,海口经济学院,16,艺术与科技（电子竞技运营与设计）,1,504,B-15012
B,美术与设计类,5316,丽江文化旅游学院,29,服装与服饰设计,8,504,B-15062
Ca,音乐类音乐表演器乐方向,4333,湖南理工学院,11,音乐学,4,503,Ca01136
Cb,音乐类音乐表演声乐方向,3657,宜春学院,14,音乐学(中外合作办学)(师范),1,503,Cb01212
Cd,音乐类音乐教育声乐主项,2243,吉林艺术学院,17,音乐学(师范),2,503,Cd01113
D,舞蹈类,24,温州大学,23,舞蹈教育(师范),15,503,D-00160
D,舞蹈类,1167,中央民族大学,20,舞蹈表演(中外合作办学),5,503,D-00157
G,播音与主持类,5006,重庆人文科技学院,5,播音与主持艺术,15,503,G-00985
B,美术与设计类,46,浙江商业职业技术学院,532,数字媒体艺术设计,36,503,B-15283
B,美术与设计类,63,宁波职业技术学院,526,工艺美术品设计,20,503,B-15133
B,美术与设计类,1244,天津市职业大学,518,视觉传达设计,6,503,B-15264
B,美术与设计类,3133,上海交通职业技术学院,523,游戏艺术设计,3,503,B-15129
B,美术与设计类,3133,上海交通职业技术学院,524,展示艺术设计,3,503,B-15290
B,美术与设计类,4315,湖南大众传媒职业技术学院,503,影视动画,2,503,B-15185
Cc,音乐类音乐教育器乐主项,3603,赣南师范大学,37,音乐学（器乐）(师范),2,502,Cc01089
Cc,音乐类音乐教育器乐主项,3712,鲁东大学,1,音乐学(师范),5,502,Cc01088
Cd,音乐类音乐教育声乐主项,3314,南京传媒学院,10,音乐教育,8,502,Cd01130
D,舞蹈类,27,浙江传媒学院,16,舞蹈编导,7,502,D-00165
D,舞蹈类,4607,海南师范大学,13,舞蹈学(师范),2,502,D-00167
Ea,表(导)演类戏剧影视表演方向,3481,安徽新闻出版职业技术学院,503,戏剧影视表演,2,502,Ea01267
G,播音与主持类,3606,南昌交通学院,27,播音与主持艺术,4,502,G-01006
G,播音与主持类,4349,湖南信息学院,1,播音与主持艺术,10,502,G-00998
G,播音与主持类,5323,昆明文理学院,14,播音与主持艺术,4,502,G-01000
G,播音与主持类,6134,西安培华学院,3,播音与主持艺术,10,502,G-01003
B,美术与设计类,41,浙江艺术职业学院,514,服装与服饰设计,33,502,B-15313
B,美术与设计类,41,浙江艺术职业学院,516,舞台艺术设计与制作,36,502,B-15364
B,美术与设计类,46,浙江商业职业技术学院,531,视觉传达设计,38,502,B-15417
B,美术与设计类,50,浙江金融职业学院,519,广告艺术设计,68,502,B-15395
B,美术与设计类,64,温州职业技术学院,525,产品艺术设计,25,502,B-15456
B,美术与设计类,2119,大连艺术学院,504,视觉传达设计,3,502,B-15457
B,美术与设计类,4525,桂林理工大学,510,数字媒体艺术设计,4,502,B-15450
Cc,音乐类音乐教育器乐主项,29,衢州学院,29,音乐学(师范),17,501,Cc01107
Cd,音乐类音乐教育声乐主项,29,衢州学院,30,音乐学(师范),18,501,Cd01142
Cd,音乐类音乐教育声乐主项,3314,南京传媒学院,5,录音艺术,5,501,Cd01139
Cd,音乐类音乐教育声乐主项,3544,厦门大学嘉庚学院,46,音乐学,5,501,Cd01143
Cd,音乐类音乐教育声乐主项,3652,豫章师范学院,11,音乐学(师范),2,501,Cd01146
Cd,音乐类音乐教育声乐主项,5118,内江师范学院,9,音乐学(师范),2,501,Cd01153
D,舞蹈类,1234,天津体育学院,4,舞蹈学（中国舞）,1,501,D-00172
D,舞蹈类,5131,四川师范大学,49,舞蹈学,4,501,D-00170
D,舞蹈类,5333,云南艺术学院,11,舞蹈编导,2,501,D-00171
B,美术与设计类,45,浙江机电职业技术大学,526,影视多媒体技术,33,501,B-15624
B,美术与设计类,45,浙江机电职业技术大学,529,产品艺术设计,34,501,B-15575
B,美术与设计类,52,浙江建设职业技术学院,517,数字媒体艺术设计,32,501,B-15641
B,美术与设计类,113,宁波城市职业技术学院,514,数字媒体艺术设计,55,501,B-15521
B,美术与设计类,1244,天津市职业大学,516,产品艺术设计,3,501,B-15585
B,美术与设计类,2119,大连艺术学院,506,室内艺术设计,2,501,B-15656
B,美术与设计类,4071,武汉纺织大学外经贸学院,509,视觉传达设计,3,501,B-15579
B,美术与设计类,5138,四川文化艺术学院,501,视觉传达设计,3,501,B-15531
Eb,表(导)演类服装表演方向,5017,重庆工商大学,9,航空服务艺术与管理,1,501,Eb00132
Ca,音乐类音乐表演器乐方向,41,浙江艺术职业学院,502,音乐表演（器乐）,2,500,Ca01191
Cb,音乐类音乐表演声乐方向,3314,南京传媒学院,8,流行音乐,9,500,Cb01280
Cb,音乐类音乐表演声乐方向,3519,福州大学至诚学院,19,音乐学,6,500,Cb01264
Cc,音乐类音乐教育器乐主项,2243,吉林艺术学院,24,音乐学(师范),2,500,Cc01125
Cc,音乐类音乐教育器乐主项,3261,南京师范大学中北学院,7,音乐学,2,500,Cc01128
Cc,音乐类音乐教育器乐主项,3263,南京特殊教育师范学院,23,音乐学(师范),2,500,Cc01134
Cd,音乐类音乐教育声乐主项,3657,宜春学院,16,音乐学(师范),1,500,Cd01163
D,舞蹈类,4518,广西艺术学院,28,舞蹈表演（现代舞）,1,500,D-00178
D,舞蹈类,5131,四川师范大学,48,舞蹈表演,4,500,D-00182
Ea,表(导)演类戏剧影视表演方向,74,宁波财经学院,508,戏剧影视表演,53,500,
Ea,表(导)演类戏剧影视表演方向,74,宁波财经学院,510,戏剧影视表演（音乐戏剧）,65,500,
Ea,表(导)演类戏剧影视表演方向,86,浙江横店影视职业学院,535,戏剧影视表演,10,500,
Ea,表(导)演类戏剧影视表演方向,1118,北京汇佳职业学院,507,戏剧影视表演,4,500,
Ea,表(导)演类戏剧影视表演方向,3108,上海邦德职业技术学院,523,戏剧影视表演,20,500,
Ea,表(导)演类戏剧影视表演方向,3116,上海电影艺术职业学院,501,戏剧影视表演,40,500,
Ea,表(导)演类戏剧影视表演方向,3218,江南影视艺术职业学院,505,戏剧影视表演,20,500,
Ea,表(导)演类戏剧影视表演方向,4044,江汉艺术职业学院,507,戏剧影视表演,6,500,
Ea,表(导)演类戏剧影视表演方向,4601,海口经济学院,511,表演艺术（影视表演）,7,500,
G,播音与主持类,1150,首都师范大学科德学院,14,播音与主持艺术,8,500,G-01024
G,播音与主持类,3610,江西应用科技学院,25,播音与主持艺术,6,500,G-01036
G,播音与主持类,3614,南昌工学院,35,播音与主持艺术,5,500,G-01035
B,美术与设计类,41,浙江艺术职业学院,519,展示艺术设计,51,500,B-15677
B,美术与设计类,70,湖州职业技术学院,535,视觉传达设计,25,500,B-15725
B,美术与设计类,1242,天津艺术职业学院,504,数字媒体艺术设计,2,500,B-15746
B,美术与设计类,3351,南京城市职业学院,502,艺术设计,2,500,B-15728
B,美术与设计类,4601,海口经济学院,5,摄影（影视摄影）,1,500,B-15828
Ca,音乐类音乐表演器乐方向,4336,湖南女子学院,6,音乐表演（器乐）,1,499,Ca01210
Cb,音乐类音乐表演声乐方向,2101,鞍山师范学院,4,音乐表演（声乐）,2,499,Cb01288
Cb,音乐类音乐表演声乐方向,2119,大连艺术学院,1,音乐表演（声乐演唱）,2,499,Cb01294
Cb,音乐类音乐表演声乐方向,5165,四川电影电视学院,7,音乐表演（美声唱法）,1,499,Cb01286
Cc,音乐类音乐教育器乐主项,3603,赣南师范大学,39,音乐学(中外合作办学)（器乐）(师范),3,499,Cc01156
Cc,音乐类音乐教育器乐主项,3644,九江学院,5,音乐学（器乐）(师范),3,499,Cc01162
Cd,音乐类音乐教育声乐主项,3603,赣南师范大学,38,音乐学(中外合作办学)（声乐）(师范),3,499,Cd01188
Cd,音乐类音乐教育声乐主项,3644,九江学院,4,音乐学（声乐）(师范),3,499,Cd01204
Cd,音乐类音乐教育声乐主项,4310,衡阳师范学院,20,音乐学(师范),4,499,Cd01190
G,播音与主持类,3137,上海立达学院,2,播音与主持艺术,8,499,G-01049
G,播音与主持类,4514,桂林学院,1,播音与主持艺术,4,499,G-01048
G,播音与主持类,5322,昆明城市学院,2,播音与主持艺术,3,499,G-01040
B,美术与设计类,45,浙江机电职业技术大学,518,艺术设计,70,499,B-15869
B,美术与设计类,46,浙江商业职业技术学院,530,艺术设计（产品设计）,31,499,B-15925
B,美术与设计类,46,浙江商业职业技术学院,533,动漫设计,32,499,B-15942
B,美术与设计类,64,温州职业技术学院,526,服装与服饰设计,20,499,B-15965
B,美术与设计类,64,温州职业技术学院,528,环境艺术设计,20,499,B-15877
B,美术与设计类,3111,上海出版印刷高等专科学校,511,艺术设计（艺术经纪）,4,499,B-15935
Ca,音乐类音乐表演器乐方向,2124,东北大学,25,音乐表演（小提琴）,1,498,Ca01248
Ca,音乐类音乐表演器乐方向,4229,南阳师范学院,1,音乐表演,2,498,Ca01237
Ca,音乐类音乐表演器乐方向,4236,郑州大学,19,音乐表演（低音提琴）,1,498,Ca01249
Cb,音乐类音乐表演声乐方向,1201,北京科技大学天津学院,12,音乐表演（声乐演唱）,2,498,Cb01319
Cc,音乐类音乐教育器乐主项,1420,山西传媒学院,1,录音艺术（电影录音方向）,4,498,Cc01181
Cc,音乐类音乐教育器乐主项,6132,西安美术学院,19,音乐学,1,498,Cc01173
Cd,音乐类音乐教育声乐主项,3261,南京师范大学中北学院,8,音乐教育,2,498,Cd01215
Cd,音乐类音乐教育声乐主项,3657,宜春学院,18,音乐学(中外合作办学)(师范),1,498,Cd01227
Cd,音乐类音乐教育声乐主项,4361,湘南学院,4,音乐学(师范),2,498,Cd01228
D,舞蹈类,3425,安徽师范大学,31,舞蹈表演,5,498,D-00189
B,美术与设计类,43,浙江工商职业技术学院,519,环境艺术设计,40,498,B-16032
B,美术与设计类,43,浙江工商职业技术学院,520,广告艺术设计,40,498,B-16134
B,美术与设计类,58,浙江纺织服装职业技术学院,518,人物形象设计,5,498,B-16165
B,美术与设计类,3137,上海立达学院,516,数字媒体艺术设计（动漫制作）,8,498,B-16175
Ea,表(导)演类戏剧影视表演方向,74,宁波财经学院,508,戏剧影视表演,15,498,Ea01322
Eb,表(导)演类服装表演方向,1247,中国民航大学,12,航空服务艺术与管理,1,498,Eb00139
